name,date,rank,category,coverage
Des ricochets,24,1236,TOUT,100.13829519738498
Des ronds dans l'eau,17,1487,TOUT,100.15086748805632
Destin,31,1011,TOUT,100.13829519738498
Destination ailleurs,30,1039,TOUT,100.13829519738498
Destinée (Guy Marchand),25,1192,TOUT,100.13829519738498
Devenir quelqu'un,4,2372,TOUT,100.20115665074177
Di doo dah,24,1235,TOUT,100.13829519738498
Diabolo menthe,27,1104,TOUT,100.13829519738498
Die,5,2253,TOUT,100.18858436007041
Diego libre dans sa tête (Johnny Hallyday),1,2702,TOUT,100.21372894141311
Diego libre dans sa tête (Michel Berger),44,747,TOUT,100.05028916268543
Dieu fumeur de Havanes,9,2015,TOUT,100.17601206939904
Dieu m'a donné la foi,110,15,TOUT,19.311038471209454
Dieu que c'est beau,60,477,TOUT,99.22051797837565
Ding dang dong (Ringing at your bell),4,2438,TOUT,100.20115665074177
Dingue,11,1850,TOUT,100.17601206939904
Dingue dingue dingue,79,237,TOUT,93.07266784008046
Dis quand reviendras-tu (Barbara),28,1084,TOUT,100.13829519738498
Dis-le-moi,34,924,TOUT,100.11315061604225
Dis-lui,30,1027,TOUT,100.13829519738498
Dis-lui toi que je t'aime,49,638,TOUT,99.79884334925823
Dis-moi (BB Brunes),108,19,TOUT,23.598189590143324
Dis-moi comment,12,1828,TOUT,100.17601206939904
Dis-moi encore que tu m'aimes,55,538,TOUT,99.57254211717374
Dis-moi oui,1,2703,TOUT,100.21372894141311
Dis-moi que l'amour,55,539,TOUT,99.57254211717374
Disparue,25,1195,TOUT,100.13829519738498
Dites-moi,51,609,TOUT,99.74855418657279
Divine idylle,81,221,TOUT,92.02916771435756
Dix ans plus tôt,63,427,TOUT,98.8307769675635
Djadja,35,913,TOUT,100.11315061604225
Djomb (Bien ou quoi),5,2283,TOUT,100.18858436007041
"Docteur Renaud, Mister Renard",21,1338,TOUT,100.15086748805632
Dodo,2,2618,TOUT,100.21372894141311
Dominique,8,2074,TOUT,100.17601206939904
Dommage (Bigflo et Oli),53,577,TOUT,99.66054815187327
Donna donna,4,2370,TOUT,100.20115665074177
Donne (2be3),1,2721,TOUT,100.21372894141311
Donne-moi le temps,84,199,TOUT,90.25647472969574
Donne-moi ton cœur,15,1630,TOUT,100.16343977872768
Donne-moi une vie,56,526,TOUT,99.50968066381695
Donner pour donner,24,1228,TOUT,100.13829519738498
Donnez-moi,28,1091,TOUT,100.13829519738498
Donnez-nous des jardins,2,2559,TOUT,100.21372894141311
Dormir dehors,18,1458,TOUT,100.15086748805632
Dors,22,1296,TOUT,100.15086748805632
Double enfance,14,1677,TOUT,100.16343977872768
Double je,103,40,TOUT,42.0165954236862
Douce France (Carte de Séjour),4,2419,TOUT,100.20115665074177
Douce France (Charles Trenet),27,1124,TOUT,100.13829519738498
Doucement,19,1415,TOUT,100.15086748805632
Doudou,9,2011,TOUT,100.17601206939904
Douliou Douliou Saint-Tropez,3,2511,TOUT,100.21372894141311
Drague party,5,2257,TOUT,100.18858436007041
Dream in blue,1,2696,TOUT,100.21372894141311
Du bonheur,6,2210,TOUT,100.17601206939904
Du bout des lèvres,9,2014,TOUT,100.17601206939904
Du courage,22,1286,TOUT,100.15086748805632
Du côté de chez Swann (Dave),63,432,TOUT,98.85592154890621
Du mal,21,1339,TOUT,100.15086748805632
Du poisson,1,2697,TOUT,100.21372894141311
Du rhum des femmes,28,1085,TOUT,100.13829519738498
Du soleil dans la nuit,2,2557,TOUT,100.21372894141311
Du temps,11,1849,TOUT,100.17601206939904
Duel au soleil,56,529,TOUT,99.50968066381695
Dumbo,42,770,TOUT,100.05028916268543
Dur dur d'être bébé,7,2100,TOUT,100.17601206939904
Dusty men,12,1793,TOUT,100.17601206939904
Dynamite,16,1560,TOUT,100.16343977872768
Dyslexique,1,2698,TOUT,100.21372894141311
Dès que j'te vois,61,466,TOUT,99.19537339703294
Dès que le printemps revient,11,1858,TOUT,100.17601206939904
Dès que le vent soufflera (Renaud),62,457,TOUT,99.08222278099069
Débarquez-moi,5,2312,TOUT,100.20115665074177
Déborah,5,2313,TOUT,100.20115665074177
Débranche,62,458,TOUT,99.08222278099069
Décalé,5,2314,TOUT,100.20115665074177
Défaite de famille,6,2234,TOUT,100.17601206939904
Dégaine,1,2693,TOUT,100.21372894141311
Déjeuner en paix,103,41,TOUT,42.79607744531054
Démons,14,1663,TOUT,100.16343977872768
Dépassé,9,1999,TOUT,100.17601206939904
Désenchantée (Kate Ryan),1,2694,TOUT,100.21372894141311
Désenchantée (Mylène Farmer),94,97,TOUT,70.69399044505909
Déshabillez-moi (Juliette Gréco),49,640,TOUT,99.79884334925823
Désir désir,68,363,TOUT,97.86271058586875
Désirée,5,2258,TOUT,100.18858436007041
Désolé,41,792,TOUT,100.08800603469952
Désolé pour hier soir,41,805,TOUT,100.10057832537089
Désolée (Mentissa),2,2560,TOUT,100.21372894141311
Désormais (Charles Aznavour),68,371,TOUT,98.00100578325372
E viva España,1,2695,TOUT,100.21372894141311
Ecce homo,2,2561,TOUT,100.21372894141311
Elaeudanla Téitéia,3,2517,TOUT,100.21372894141311
Ella elle l'a (France Gall),59,487,TOUT,99.28337943173247
Elle (Didier Barbelivien),14,1678,TOUT,100.16343977872768
Elle (Mélissa M),17,1496,TOUT,100.16343977872768
Elle a fait un bébé toute seule,61,462,TOUT,99.18280110636158
Elle a les yeux revolver (Marc Lavoine),80,224,TOUT,92.26804123711341
Elle attend,27,1127,TOUT,100.13829519738498
Elle danse Marie,59,488,TOUT,99.28337943173247
Elle danse seule,2,2558,TOUT,100.21372894141311
Elle est d'ailleurs (Pierre Bachelet),17,1497,TOUT,100.16343977872768
Elle est terrible,30,1049,TOUT,100.13829519738498
Elle est à toi,33,954,TOUT,100.11315061604225
Elle habite ici,75,291,TOUT,95.9140055318079
Elle imagine,15,1624,TOUT,100.16343977872768
Elle m'a dit,56,518,TOUT,99.44681921046015
Elle m'oublie,7,2162,TOUT,100.17601206939904
Elle me contrôle,39,844,TOUT,100.10057832537089
Elle me dit (Ben l'Oncle Soul),29,1074,TOUT,100.13829519738498
Elle me dit (Mika),94,100,TOUT,71.62433995473975
Elle panique,67,380,TOUT,98.17701785265275
Elle préfère l'amour en mer,43,757,TOUT,100.05028916268543
Elle s'ennuie,51,608,TOUT,99.74855418657279
Elle te rend dingue (poom poom short),2,2663,TOUT,100.21372894141311
Elle tricote des pulls pour personne,4,2358,TOUT,100.20115665074177
Elle voulait jouer cabaret,42,778,TOUT,100.07543374402816
Elle voulait qu'on l'appelle Venise,25,1162,TOUT,100.13829519738498
Elle voulait revoir sa Normandie,1,2708,TOUT,100.21372894141311
Elle était si jolie,34,926,TOUT,100.11315061604225
"Elle, tu l'aimes",65,401,TOUT,98.4158913754086
Embrasse-moi idiot,40,816,TOUT,100.10057832537089
Emma,21,1345,TOUT,100.15086748805632
Emmanuelle (François Valéry),18,1421,TOUT,100.15086748805632
Emmanuelle (Pierre Bachelet),11,1865,TOUT,100.17601206939904
Emmenez-moi (Charles Aznavour),87,168,TOUT,86.42192607493085
Emmène-moi (Allan Theo),8,2052,TOUT,100.17601206939904
Emmène-moi (Boulevard des Airs),38,852,TOUT,100.10057832537089
Emmène-moi danser ce soir,71,334,TOUT,97.14609001760121
En apesanteur (Calogero),101,47,TOUT,46.93236107618809
En apesanteur (Shy'm),1,2709,TOUT,100.21372894141311
En attendant (Jenifer),4,2355,TOUT,100.20115665074177
En attendant la fin,1,2710,TOUT,100.21372894141311
En attendant ses pas,48,669,TOUT,99.86170480261504
En chantant (Michel Sardou),71,336,TOUT,97.19637918028666
En cloque,17,1502,TOUT,100.16343977872768
En feu,55,544,TOUT,99.58511440784511
En l'an 2001,39,837,TOUT,100.10057832537089
En rouge et noir,56,527,TOUT,99.50968066381695
En transe... Ylvanie,1,2704,TOUT,100.21372894141311
En tête-à-tête,10,1947,TOUT,100.17601206939904
En v'là du slow en v'là,4,2352,TOUT,100.20115665074177
Encore (Alliel),3,2514,TOUT,100.21372894141311
Encore (Dracula),1,2705,TOUT,100.21372894141311
Encore (Kendji Girac et Florent Pagny),1,2706,TOUT,100.21372894141311
Encore et encore (Francis Cabrel),88,152,TOUT,84.20920291677143
Encore un autre hiver,36,885,TOUT,100.10057832537089
Encore un matin,70,343,TOUT,97.4352527030425
Encore un soir,45,714,TOUT,99.96228312798591
Encore une fois,6,2214,TOUT,100.17601206939904
Enfant de,9,2001,TOUT,100.17601206939904
Enfants de tous pays,24,1200,TOUT,100.13829519738498
Ensemble (Aliocha Schneider),9,1993,TOUT,100.17601206939904
Ensemble (Cœur de Pirate),48,649,TOUT,99.83656022127232
Ensemble (Jean-Jacques Goldman),4,2356,TOUT,100.20115665074177
Ensemble (Les Frangines),17,1485,TOUT,100.15086748805632
Ensemble (Sinclair),47,677,TOUT,99.91199396530048
Ensorcelée,4,2357,TOUT,100.20115665074177
Entre nous (Chimène Badi),92,116,TOUT,76.27608750314307
Entrer dans la lumière,40,824,TOUT,100.10057832537089
Envole-moi (Jean-Jacques Goldman),75,294,TOUT,96.01458385717878
Envole-moi (M. Pokora et Tal),2,2664,TOUT,100.21372894141311
Est-ce par hasard ?,18,1422,TOUT,100.15086748805632
Est-ce que c'est ça,6,2218,TOUT,100.17601206939904
Est-ce que tu le sais ?,4,2350,TOUT,100.20115665074177
Est-ce que tu m'aimeras encore ?,1,2707,TOUT,100.21372894141311
Est-ce que tu m'aimes ?,30,1046,TOUT,100.13829519738498
Est-ce que tu viens pour les vacances ?,74,307,TOUT,96.40432486799094
Et alors,57,515,TOUT,99.43424691978878
Et bam,18,1459,TOUT,100.15086748805632
Et c'est parti,75,290,TOUT,95.86371636912246
Et dans 150 ans,39,843,TOUT,100.10057832537089
Et je danse,4,2351,TOUT,100.20115665074177
Et la voix d'Elvis,29,1073,TOUT,100.13829519738498
Et maintenant (Gilbert Bécaud),49,642,TOUT,99.81141563992959
Et moi je chante,3,2451,TOUT,100.20115665074177
"Et moi, et moi, et moi",33,960,TOUT,100.11315061604225
Et mon père,72,322,TOUT,96.81921046014584
Et mourir de plaisir,1,2716,TOUT,100.21372894141311
Et même après je t'aimerai,15,1601,TOUT,100.16343977872768
Et pourtant,37,877,TOUT,100.10057832537089
Et si en plus y a personne,10,1932,TOUT,100.17601206939904
Et si tu n'existais pas (Joe Dassin),26,1145,TOUT,100.13829519738498
Et tu danses avec lui,61,475,TOUT,99.22051797837565
Et un jour une femme (Florent Pagny),57,511,TOUT,99.43424691978878
Eva,1,2717,TOUT,100.21372894141311
Ex-fan des sixties,38,863,TOUT,100.10057832537089
Excuse-moi partenaire,1,2718,TOUT,100.21372894141311
F.O.R.T.,1,2719,TOUT,100.21372894141311
Face à la mer,78,249,TOUT,93.63842092029168
Facile,37,876,TOUT,100.10057832537089
Fade to grey,6,2186,TOUT,100.17601206939904
Fade up,1,2720,TOUT,100.21372894141311
Faire un pont,15,1598,TOUT,100.16343977872768
Faire à nouveau connaissance,15,1600,TOUT,100.16343977872768
Fais comme l'oiseau,47,682,TOUT,99.91199396530048
Fais des bébés,3,2470,TOUT,100.21372894141311
"Fais pas ci, fais pas ça",30,1051,TOUT,100.13829519738498
Fais-le,2,2660,TOUT,100.21372894141311
"Fais-moi mal, Johnny !",13,1727,TOUT,100.17601206939904
Fais-moi un signe,2,2661,TOUT,100.21372894141311
Fais-moi une place (Julien Clerc),39,825,TOUT,100.10057832537089
Fait divers,25,1182,TOUT,100.13829519738498
Fallait pas commencer,51,598,TOUT,99.74855418657279
Famille (Jean-Jacques Goldman),8,2051,TOUT,100.17601206939904
Fan,101,45,TOUT,45.587125974352524
Fanny Ardant et moi,20,1390,TOUT,100.15086748805632
Fashion designa,1,2711,TOUT,100.21372894141311
Fatigante,6,2179,TOUT,100.17601206939904
Faut pas pleurer comme ça,30,1047,TOUT,100.13829519738498
Faut qu'j'travaille,15,1619,TOUT,100.16343977872768
Faut que tu m'aimes,4,2365,TOUT,100.20115665074177
Faut rigoler,28,1083,TOUT,100.13829519738498
Feel good,3,2463,TOUT,100.20115665074177
Femme d'aujourd'hui,12,1821,TOUT,100.17601206939904
Femme de couleur,90,135,TOUT,81.00326879557456
Femme femme femme,95,91,TOUT,68.46869499622831
Femme libérée,114,6,TOUT,8.486296203168218
Femme like U,100,56,TOUT,52.28815690218758
Femme que j'aime,38,859,TOUT,100.10057832537089
Femmes (cette fois je sais),1,2712,TOUT,100.21372894141311
Femmes je vous aime,47,687,TOUT,99.9371385466432
Fernande,2,2620,TOUT,100.21372894141311
Fever,12,1823,TOUT,100.17601206939904
Fiche le camp Jack,4,2371,TOUT,100.20115665074177
Fier et fou de vous,14,1683,TOUT,100.17601206939904
Fille du vent,3,2460,TOUT,100.20115665074177
Fils de Cham,18,1442,TOUT,100.15086748805632
Fils de personne,3,2441,TOUT,100.20115665074177
Fio Maravilha,9,1995,TOUT,100.17601206939904
Flamme (Juliette Armanet),16,1537,TOUT,100.16343977872768
Fleur de province,6,2211,TOUT,100.17601206939904
Flip-Flap,23,1251,TOUT,100.13829519738498
Flo,5,2277,TOUT,100.18858436007041
Flou,31,1023,TOUT,100.13829519738498
Folie,7,2110,TOUT,100.17601206939904
Folie arcadienne,17,1482,TOUT,100.15086748805632
For me formidable (Charles Aznavour),92,122,TOUT,77.86019612773447
Formidable,85,190,TOUT,89.11239627860196
Forrest,3,2476,TOUT,100.21372894141311
Foule sentimentale,93,112,TOUT,75.24515966809152
Fous ta cagoule,28,1092,TOUT,100.13829519738498
Fragile,4,2404,TOUT,100.20115665074177
French cancan (Monsieur Sainte Nitouche),17,1481,TOUT,100.15086748805632
French kiss,21,1331,TOUT,100.15086748805632
Fresh Prince,27,1118,TOUT,100.13829519738498
Frida oum papa,14,1686,TOUT,100.17601206939904
Frou-frou,2,2593,TOUT,100.21372894141311
Fruit de la passion,33,950,TOUT,100.11315061604225
Frérot (Black M et Soprano),10,1923,TOUT,100.17601206939904
Fuguer,9,2024,TOUT,100.17601206939904
Fuir le bonheur de peur qu'il ne se sauve,20,1388,TOUT,100.15086748805632
Félicie aussi,32,985,TOUT,100.13829519738498
Fête de trop,40,815,TOUT,100.10057832537089
Gabriel,6,2212,TOUT,100.17601206939904
Gabrielle (Johnny Hallyday),89,144,TOUT,82.72567261755091
Gaby oh Gaby (Alain Bashung),77,268,TOUT,94.74478249937138
Gaffe aux autres,3,2472,TOUT,100.21372894141311
Game over,16,1534,TOUT,100.16343977872768
Gamins des sables,1,2734,TOUT,100.21372894141311
Gardien de nuit,61,465,TOUT,99.19537339703294
Garçon,63,436,TOUT,98.86849383957758
Gentleman cambrioleur,35,917,TOUT,100.11315061604225
Germaine,3,2475,TOUT,100.21372894141311
Gigi in paradisco,12,1809,TOUT,100.17601206939904
Gigi l'amoroso,66,397,TOUT,98.30274075936636
Golden baby,59,480,TOUT,99.24566255971838
Goldorak,15,1595,TOUT,100.16343977872768
Goodbye Marylou,53,567,TOUT,99.6228312798592
Grand petit con,12,1808,TOUT,100.17601206939904
Grandi trop vite,1,2728,TOUT,100.21372894141311
Géant,30,1041,TOUT,100.13829519738498
Göttingen,18,1454,TOUT,100.15086748805632
Habibi,5,2273,TOUT,100.18858436007041
Happy birthday rock'n roll,13,1734,TOUT,100.17601206939904
Harley Davidson,107,23,TOUT,27.558461151621827
Hasta luego,26,1155,TOUT,100.13829519738498
Haut les mains,39,832,TOUT,100.10057832537089
Hello,1,2729,TOUT,100.21372894141311
Hello Dolly,8,2088,TOUT,100.17601206939904
Help,1,2730,TOUT,100.21372894141311
Help Myself,16,1535,TOUT,100.16343977872768
Henri porte des lilas,18,1434,TOUT,100.15086748805632
Hexagone,5,2274,TOUT,100.18858436007041
Hey bro,9,1996,TOUT,100.17601206939904
Hey lovely lady,2,2594,TOUT,100.21372894141311
Hey oh,39,831,TOUT,100.10057832537089
Hier encore,28,1081,TOUT,100.13829519738498
Hijo de la Luna (dis-moi Lune d’argent),17,1478,TOUT,100.15086748805632
Himalaya,14,1685,TOUT,100.17601206939904
Hip Hop,1,2731,TOUT,100.21372894141311
Histoire d'1 soir (Bye bye les galères),4,2399,TOUT,100.20115665074177
Histoire d'un amour,29,1063,TOUT,100.13829519738498
Histoire éternelle,7,2111,TOUT,100.17601206939904
Hit sale,23,1272,TOUT,100.15086748805632
Holidays,18,1438,TOUT,100.15086748805632
Homme Sweet Homme,13,1756,TOUT,100.17601206939904
Hong-Kong star,20,1379,TOUT,100.15086748805632
Horizon,1,2741,TOUT,100.21372894141311
Hors-saison,10,1929,TOUT,100.17601206939904
Hou ! La menteuse,11,1862,TOUT,100.17601206939904
How Deep Is Your Love,1,2742,TOUT,100.21372894141311
Humana,50,627,TOUT,99.77369876791552
Hygiaphone,37,878,TOUT,100.10057832537089
Hymne à l'amour (Céline Dion),1,2743,TOUT,100.21372894141311
Hymne à l'amour (Édith Piaf),47,676,TOUT,99.91199396530048
Hélène (Julien Clerc),22,1284,TOUT,100.15086748805632
Hélène (Roch Voisine),88,154,TOUT,84.42293185818455
I love you,2,2570,TOUT,100.21372894141311
Ici les Enfoirés,58,499,TOUT,99.37138546643199
Idées noires,57,512,TOUT,99.43424691978878
If,8,2080,TOUT,100.17601206939904
Ignace,1,2744,TOUT,100.21372894141311
Il,6,2198,TOUT,100.17601206939904
Il a neigé sur Yesterday,13,1757,TOUT,100.17601206939904
Il avait les mots (Sheryfa Luna),65,402,TOUT,98.42846366607996
Il changeait la vie,35,914,TOUT,100.11315061604225
Il en faut peu pour être heureux,71,328,TOUT,97.07065627357304
"Il est cinq heures, Paris s'éveille",41,797,TOUT,100.10057832537089
Il est libre Max,39,842,TOUT,100.10057832537089
Il est mort le soleil,25,1172,TOUT,100.13829519738498
Il est né le divin enfant,3,2516,TOUT,100.21372894141311
Il est où le SAV,2,2571,TOUT,100.21372894141311
Il est où le bonheur,49,637,TOUT,99.79884334925823
Il est trop tard,2,2595,TOUT,100.21372894141311
"Il fait beau, il fait bon",30,1032,TOUT,100.13829519738498
Il fait chaud,10,1922,TOUT,100.17601206939904
Il fait trop beau pour travailler,14,1673,TOUT,100.16343977872768
Il faudra leur dire,18,1456,TOUT,100.15086748805632
Il faut du temps (Pascal Obispo),39,829,TOUT,100.10057832537089
Il faut qu'on s'batte,32,990,TOUT,100.13829519738498
Il faut savoir,9,1998,TOUT,100.17601206939904
Il faut toujours un perdant,5,2261,TOUT,100.18858436007041
Il faut tourner la page,12,1827,TOUT,100.17601206939904
Il jouait du piano debout,102,42,TOUT,43.57555946693488
Il me dit que je suis belle,67,382,TOUT,98.18959014332411
Il ne rentre pas ce soir,50,617,TOUT,99.74855418657279
Il nous faut,19,1403,TOUT,100.15086748805632
Il suffira d'un signe,73,310,TOUT,96.47975861201911
Il suffirait de presque rien (Serge Reggiani),33,943,TOUT,100.11315061604225
Il tape sur des bambous,82,217,TOUT,91.72743273824491
Il venait d'avoir 18 ans (Dalida),64,417,TOUT,98.62962031682171
Il venait d'avoir 18 ans (Les écureuils qui puent),1,2735,TOUT,100.21372894141311
Il voyage en solitaire,3,2523,TOUT,100.21372894141311
Il y a (Jean-Jacques Goldman),2,2572,TOUT,100.21372894141311
Il y a (Vanessa Paradis),49,644,TOUT,99.83656022127232
Il y a du soleil sur la France,50,618,TOUT,99.74855418657279
Il y a trop de gens qui t'aiment,64,423,TOUT,98.76791551420668
Il était une fois nous deux,55,537,TOUT,99.57254211717374
Ils s'aiment,68,367,TOUT,97.9381443298969
Imagine (Carbonne),6,2209,TOUT,100.17601206939904
Immobile,22,1281,TOUT,100.15086748805632
Immortelle,79,242,TOUT,93.28639678149358
Impala,1,2736,TOUT,100.21372894141311
In The Stars,5,2278,TOUT,100.18858436007041
Inch'Allah (MC Solaar),16,1550,TOUT,100.16343977872768
Inch'Allah (Salvatore Adamo),3,2506,TOUT,100.21372894141311
Indélébile,5,2262,TOUT,100.18858436007041
Initials B.B.,17,1484,TOUT,100.15086748805632
Inspecteur Gadget,3,2482,TOUT,100.21372894141311
Inventaire 66,11,1880,TOUT,100.17601206939904
Irrésistiblement,11,1877,TOUT,100.17601206939904
Isabelle (a les yeux bleus),10,1914,TOUT,100.17601206939904
Isabelle je t'aime,20,1381,TOUT,100.15086748805632
It is not because you are,6,2245,TOUT,100.17601206939904
Itsi bitsi petit bikini,82,216,TOUT,91.70228815690218
Ivan Boris et moi,19,1397,TOUT,100.15086748805632
J'accuse (Michel Sardou),3,2481,TOUT,100.21372894141311
J'accuse mon père,2,2583,TOUT,100.21372894141311
J'ai besoin d'amour,75,296,TOUT,96.02715614785014
"J'ai besoin de toi, j'ai besoin de lui",10,1913,TOUT,100.17601206939904
J'ai besoin de vous,2,2584,TOUT,100.21372894141311
"J'ai bien mangé, j'ai bien bu",2,2585,TOUT,100.21372894141311
J'ai cherché,71,332,TOUT,97.13351772692984
J'ai demandé à la lune,93,115,TOUT,75.96178023635906
J'ai des choses à te dire,3,2485,TOUT,100.21372894141311
J'ai des doutes,5,2301,TOUT,100.18858436007041
J'ai deux amours,10,1912,TOUT,100.17601206939904
J'ai dix ans,61,464,TOUT,99.18280110636158
J'ai embrassé un flic,24,1211,TOUT,100.13829519738498
J'ai encore rêvé d'elle,87,165,TOUT,85.868745285391
J'ai faim de toi,1,2750,TOUT,100.21372894141311
J'ai la guitare qui me démange,18,1420,TOUT,100.15086748805632
J'ai la mer,10,1931,TOUT,100.17601206939904
J'ai la mémoire qui flanche,31,1010,TOUT,100.13829519738498
J'ai laissé,35,911,TOUT,100.11315061604225
J'ai le blues de toi,47,678,TOUT,99.91199396530048
J'ai oublié de l'oublier,2,2586,TOUT,100.21372894141311
J'ai oublié de vivre,22,1278,TOUT,100.15086748805632
J'ai pas vingt ans,3,2493,TOUT,100.21372894141311
J'ai perdu 25 kilos,8,2047,TOUT,100.17601206939904
J'ai rencontré l'homme de ma vie,74,302,TOUT,96.25345737993463
J'ai rêvé New York,4,2410,TOUT,100.20115665074177
J'ai tant rêvé,1,2764,TOUT,100.21372894141311
J'ai tout oublié,88,159,TOUT,85.2652753331657
J'ai un problème,25,1165,TOUT,100.13829519738498
J'ai vu,77,267,TOUT,94.69449333668595
J'aime Paris au mois de mai,2,2602,TOUT,100.21372894141311
J'aime la vie,1,2765,TOUT,100.21372894141311
J'aime les filles,25,1167,TOUT,100.13829519738498
J'aime plus Paris,39,827,TOUT,100.10057832537089
J'aime regarder les filles,46,690,TOUT,99.9371385466432
J'aime tes g'noux,1,2766,TOUT,100.21372894141311
J'aimerais tellement,24,1237,TOUT,100.13829519738498
J'aimerais trop,82,213,TOUT,91.46341463414635
J'attendrai (Claude François),18,1461,TOUT,100.15086748805632
J'attendrai (Dalida),14,1672,TOUT,100.16343977872768
J'attendrai (Rina Ketty),5,2305,TOUT,100.18858436007041
J'attends (Ben Mazué et Pomme),5,2306,TOUT,100.18858436007041
J'attends l'amour (Jenifer),88,158,TOUT,85.03897410108122
J'avais rêvé d'une autre vie,3,2496,TOUT,100.21372894141311
J'avoue,3,2507,TOUT,100.21372894141311
J'en ai marre,42,784,TOUT,100.08800603469952
J'en appelle à la tendresse,6,2206,TOUT,100.17601206939904
J'en rêve encore,94,103,TOUT,72.55468946442042
J'entends siffler le train,16,1552,TOUT,100.16343977872768
J'envoie valser (Olivia Ruiz),1,2745,TOUT,100.21372894141311
J'envoie valser (Zazie),36,897,TOUT,100.10057832537089
J'habite en France,40,809,TOUT,100.10057832537089
J'imagine,8,2075,TOUT,100.17601206939904
J'irai où tu iras,94,105,TOUT,73.17073170731707
J'irai twister le blues,1,2746,TOUT,100.21372894141311
J'm'attendais pas à toi,7,2147,TOUT,100.17601206939904
J'me tire,60,479,TOUT,99.23309026904703
J'oublierai ton nom,14,1676,TOUT,100.16343977872768
J't'aime bien Lili,2,2606,TOUT,100.21372894141311
J't'aime comme un fou,11,1846,TOUT,100.17601206939904
J't'emmène au vent,78,260,TOUT,94.25446316318833
J'te l'dis quand même,71,326,TOUT,96.98265023887352
J'te mentirais,14,1666,TOUT,100.16343977872768
J'te pardonne,7,2143,TOUT,100.17601206939904
J'traîne des pieds,98,71,TOUT,60.03268795574554
J'veux du cuir,14,1667,TOUT,100.16343977872768
J'veux du soleil,81,223,TOUT,92.15489062107116
J'voulais,13,1728,TOUT,100.17601206939904
J'y crois encore,97,77,TOUT,62.92431481015841
J'y vais,12,1762,TOUT,100.17601206939904
J'écoute de la musique saoule,43,768,TOUT,100.05028916268543
J'étais pas là,11,1869,TOUT,100.17601206939904
Jacques a dit,79,241,TOUT,93.22353532813679
Jaloux de tout,1,2759,TOUT,100.21372894141311
Jamais content,48,665,TOUT,99.86170480261504
Jane B.,1,2760,TOUT,100.21372894141311
Jardin d'hiver (Henri Salvador),33,962,TOUT,100.11315061604225
Je chante (Charles Trenet),22,1303,TOUT,100.15086748805632
Je chante avec toi liberté,1,2761,TOUT,100.21372894141311
Je chanterai,4,2400,TOUT,100.20115665074177
Je cours,39,838,TOUT,100.10057832537089
Je danse,79,240,TOUT,93.1858184561227
Je danse le mia,72,324,TOUT,96.85692733215991
Je descends du singe,48,668,TOUT,99.86170480261504
Je dis aime,84,198,TOUT,90.13075182298215
Je dois m'en aller,94,101,TOUT,71.9889363842092
Je fais de toi mon essentiel,77,274,TOUT,95.1219512195122
Je garde le sourire,13,1713,TOUT,100.17601206939904
Je joue de la musique,50,624,TOUT,99.76112647724416
Je l'aime à mourir (Francis Cabrel),69,354,TOUT,97.72441538848378
Je l'aime à mourir (Shakira),2,2630,TOUT,100.21372894141311
Je l'appelle Canelle,6,2173,TOUT,100.17601206939904
Je m'appelle Bagdad,24,1210,TOUT,100.13829519738498
Je m'appelle Hélène,43,754,TOUT,100.05028916268543
Je m'appelle Michèle,28,1098,TOUT,100.13829519738498
Je m'en vais (Cali),63,444,TOUT,98.90621071159164
Je m'en vais (Chiloo),2,2603,TOUT,100.21372894141311
Je m'en vais (Vianney),56,519,TOUT,99.47196379180286
Je m'voyais déjà,101,44,TOUT,45.00880060346995
Je m'éclate au Sénégal,24,1220,TOUT,100.13829519738498
Je marche seul,62,451,TOUT,99.01936132763389
Je me dis que toi aussi,26,1161,TOUT,100.13829519738498
Je me lâche,66,393,TOUT,98.30274075936636
Je me sens si seul,26,1159,TOUT,100.13829519738498
Je me suis fait tout p'tit,12,1802,TOUT,100.17601206939904
Je n'ai pas changé,41,794,TOUT,100.08800603469952
Je n'ai que mon âme,48,667,TOUT,99.86170480261504
Je n'attendais que vous,25,1166,TOUT,100.13829519738498
Je n'aurai pas le temps,27,1117,TOUT,100.13829519738498
Je n'oublie pas,8,2055,TOUT,100.17601206939904
Je n'veux pas rester sage,4,2408,TOUT,100.20115665074177
Je ne sais pas,59,485,TOUT,99.25823485038974
Je ne suis pas bien portant,2,2604,TOUT,100.21372894141311
Je ne suis pas un héros (Daniel Balavoine),95,90,TOUT,68.16696002011567
Je ne suis qu'un homme,8,2056,TOUT,100.17601206939904
Je ne t'aime plus,21,1337,TOUT,100.15086748805632
Je ne t'écrirai plus,38,858,TOUT,100.10057832537089
Je ne veux pas rentrer chez moi seule,2,2605,TOUT,100.21372894141311
Je ne veux qu'elle,49,641,TOUT,99.81141563992959
Je ne vous oublie pas,17,1474,TOUT,100.15086748805632
Je pars (le vol de nuit s'en va),46,700,TOUT,99.9371385466432
Je partirai,10,1957,TOUT,100.17601206939904
Je pense à vous (Linh),2,2631,TOUT,100.21372894141311
Je remercie mon ex,7,2153,TOUT,100.17601206939904
Je reste,1,2769,TOUT,100.21372894141311
Je reviendrai à Montréal,22,1310,TOUT,100.15086748805632
Je reviens te chercher,16,1578,TOUT,100.16343977872768
Je saigne encore,13,1704,TOUT,100.17601206939904
Je sais,32,991,TOUT,100.13829519738498
Je sais pas,59,495,TOUT,99.3336685944179
